Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2012:Q4,pct99to100,15636336,2800457,2236797,563660,12835879,1520546,390523,1415549,1091336,324213,367997,331394,36604,5102550,266239,48083,671471,246522,2734276,72121,840535,836593,608969,53939,19431,154255,3942,14795800,1212944,,
2012:Q4,pct80to99,37728371,10002224,8316866,1685358,27726147,3160816,905452,1763098,1228321,534777,454994,408381,46613,6601603,655456,1022608,3112413,6516342,3191663,341704,5763444,5750640,4574981,954427,33304,187928,12804,31964927,23036536,,
2012:Q4,pct60to80,13384194,4500994,3474575,1026419,8883200,1145689,199330,424768,289136,135632,91205,76954,14251,1187939,217122,451549,825224,3432524,685974,221877,3015585,3011307,2223598,722310,15877,49522,4278,10368610,24245721,,
2012:Q4,pct40to60,7354113,2777717,2074444,703273,4576395,721310,107782,224475,139847,84628,55892,47359,8534,615293,139328,169980,313522,1787084,285766,155963,1783174,1780396,1195578,550880,8600,25338,2778,5570939,24244609,,
2012:Q4,pct20to40,4280543,1975889,1502509,473380,2304654,512687,59296,121405,89977,31428,29268,19435,9833,260971,76222,39875,79003,821499,180492,123936,990304,988814,607140,354395,9732,17548,1490,3290239,24247141,,
2012:Q4,pct00to20,2646462,1204035,928686,275349,1442427,300359,31818,73137,56164,16973,64032,57094,6939,258957,40543,3621,42353,191600,374736,61270,668132,667355,296728,276953,62105,31567,777,1978330,24243167,,
2013:Q1,pct99to100,16512433,2890123,2305322,584801,13622309,1557513,367931,1341088,1037846,303242,357147,318811,38336,5828949,275767,45161,707103,237521,2831185,72945,819905,815463,590509,47167,19173,158614,4441,15692528,1217372,,
2013:Q1,pct80to99,39028253,10255882,8565153,1690729,28772371,3158317,873869,1688789,1212667,476122,452653,405698,46955,7361177,665284,1055951,3253804,6700110,3219865,342552,5799934,5786613,4589090,957053,32872,207598,13321,33228319,23122382,,
2013:Q1,pct60to80,13817762,4590173,3558871,1031303,9227589,1165917,187748,391270,273816,117454,92699,78867,13831,1316237,216042,471626,900702,3567062,693950,224337,3035141,3030817,2242727,726161,15936,45993,4324,10782621,24335459,,
2013:Q1,pct40to60,7405959,2763868,2070480,693387,4642092,729113,102165,204346,131541,72805,45617,37569,8048,659182,137112,174017,335710,1825613,272735,156481,1741453,1738719,1157115,548207,8375,25022,2734,5664507,24334375,,
2013:Q1,pct20to40,4317306,1985516,1507865,477652,2331789,504981,56103,117995,91249,26745,31058,22145,8913,275077,75332,43156,83729,843878,174627,125854,972788,971297,597807,347692,8849,16949,1491,3344518,24338024,,
2013:Q1,pct00to20,2634448,1210101,934883,275218,1424347,301575,31306,62448,48263,14185,65861,59402,6459,261068,38417,3839,41144,198842,359054,60794,658345,657590,275649,287493,64055,30393,755,1976103,24332733,,
2013:Q2,pct99to100,16803695,2993130,2397465,595665,13810565,1596509,356639,1183770,938349,245421,377064,337211,39853,5924855,283610,41685,715224,220534,3036646,74029,824975,819578,589210,47885,19226,163258,5397,15978720,1221646,,
2013:Q2,pct80to99,39550413,10489044,8794184,1694859,29061369,3157375,863193,1493711,1152865,340846,479340,432165,47175,7467453,671500,1065336,3263804,6892204,3362815,344639,5832897,5818680,4594685,973067,33594,217334,14217,33717516,23205369,,
2013:Q2,pct60to80,14061996,4695376,3662142,1033234,9366620,1186987,179740,321739,241303,80436,103339,89938,13401,1334171,214015,480363,923899,3671634,723099,227634,3045128,3040696,2237984,743801,16451,42459,4433,11016868,24422323,,
2013:Q2,pct40to60,7433170,2789355,2103984,685371,4643815,737511,98509,165903,117235,48668,33373,25832,7541,666083,134211,172222,337262,1858125,282834,157783,1723562,1720898,1133619,554217,8552,24509,2664,5709608,24421256,,
2013:Q2,pct20to40,4340137,2005062,1527648,477414,2335075,497088,54328,107138,89211,17927,29771,21768,8003,273709,74372,45307,83715,871056,170269,128323,977985,976482,593211,358154,8437,16680,1503,3362152,24425848,,
2013:Q2,pct00to20,2613623,1224530,954254,270276,1389093,302715,31053,43327,33715,9612,70665,64689,5976,249289,35921,3849,40321,204549,346805,60599,647842,647088,265889,283068,68255,29876,754,1965781,24419446,,
2013:Q3,pct99to100,17466902,3073237,2472948,600289,14393665,1646134,362175,1134354,907374,226980,370086,328856,41231,6286825,294548,38766,746422,204890,3234068,75397,831005,826109,590397,48998,18397,168318,4896,16635897,1225701,696485,2885343488
2013:Q3,pct80to99,40670187,10719259,9013333,1705927,29950928,3174976,885519,1456257,1148727,307530,480160,432809,47350,7846971,684113,1100554,3381867,7098194,3494236,348080,5867603,5853705,4618151,995559,31124,208871,13898,34802584,23284224,101702,696482
2013:Q3,pct60to80,14490705,4819021,3781141,1037881,9671684,1212442,177071,304983,234456,70527,105684,92689,12995,1398119,213576,501381,993104,3783400,750077,231845,3070645,3066307,2245550,766314,15710,38733,4338,11420060,24505004,59893,101700
2013:Q3,pct40to60,7554241,2830583,2148305,682278,4723658,750171,97838,154722,112202,42520,23625,16557,7067,687981,132439,176696,356359,1893392,290491,159944,1715872,1713201,1116995,565007,7619,23580,2671,5838368,24503947,36545,59893
2013:Q3,pct20to40,4400666,2034542,1558385,476157,2366124,490450,54689,106162,90796,15366,31114,23958,7156,278434,73484,48695,87675,898695,165332,131393,985855,984380,590517,370193,6692,16978,1475,3414811,24509241,20404,36545
2013:Q3,pct00to20,2612845,1242887,978956,263931,1369958,303636,31308,38049,30088,7961,72677,67152,5525,242508,34032,4083,38945,210790,333215,60715,639376,638692,257597,284225,66373,30496,684,1973469,24502014,0,20404
2013:Q4,pct99to100,18161488,3162929,2552791,610137,14998559,1681189,362191,1080727,850989,229739,382744,342530,40214,6758950,298123,41544,796498,224484,3294962,77146,845307,839987,594481,57256,20177,168073,5320,17316181,1229487,,
2013:Q4,pct80to99,41843906,10884972,9185434,1699537,30958934,3222839,892799,1401926,1094706,307220,497274,450197,47077,8313830,689884,1137313,3558460,7310626,3577966,356018,6002661,5988334,4612852,1006451,35431,333600,14326,35841245,23357958,,
2013:Q4,pct60to80,14745211,4865464,3825340,1040124,9879747,1201386,182027,286311,216041,70269,107473,94391,13082,1443138,217029,521474,1052915,3888839,741131,238025,3084712,3080240,2233737,787120,18528,40855,4472,11660500,24582486,,
2013:Q4,pct40to60,7652565,2849101,2164094,685007,4803464,759537,99029,154227,112131,42096,24427,17378,7049,692850,133877,183703,377178,1926262,287552,164822,1725237,1722547,1110055,577935,9167,25390,2690,5927328,24581430,,
2013:Q4,pct20to40,4450285,2062284,1585432,476852,2388001,492437,55053,100876,85600,15276,28847,22193,6654,284412,74357,49553,95011,902412,171545,133497,989675,988168,586501,380474,7991,13202,1507,3460610,24587139,,
2013:Q4,pct00to20,2612918,1240371,974695,265676,1372547,297845,30642,29989,21998,7991,72378,66905,5473,250642,36718,4853,38447,213270,335425,62336,636279,635523,257418,281233,70002,26869,756,1976640,24579434,,
2014:Q1,pct99to100,18794545,3244472,2618472,625999,15550073,1750371,357511,1086277,856215,230063,402183,363061,39122,7192603,300686,43799,818278,230588,3290305,77473,859649,853968,600430,62806,21138,169593,5681,17934896,1233014,,
2014:Q1,pct80to99,42702903,11028784,9343777,1685007,31674119,3338479,890679,1402462,1100223,302239,520819,474150,46669,8743259,693508,1149701,3602418,7384887,3590807,357101,5996800,5982101,4595229,998614,36412,351846,14700,36706102,23426723,,
2014:Q1,pct60to80,14863942,4901029,3862070,1038959,9962913,1204885,185598,288594,219729,68866,111168,98059,13109,1482646,219943,530048,1057545,3922942,719887,239654,3062189,3057592,2210413,785682,20123,41375,4597,11801753,24654917,,
2014:Q1,pct40to60,7712464,2884127,2201833,682294,4828337,783560,99414,160682,119748,40934,24580,17610,6970,696400,134926,184800,376643,1931210,270695,165427,1723013,1720301,1102415,583717,9558,24611,2712,5989451,24653851,,
2014:Q1,pct20to40,4466026,2063344,1585116,478228,2402682,500333,54826,99798,84866,14932,25699,19579,6120,289753,75189,49243,97434,901207,176581,132621,985819,984282,582281,381487,7906,12608,1537,3480207,24659708,,
2014:Q1,pct00to20,2612065,1238369,969788,268581,1373696,291699,29816,30110,22204,7906,72545,67164,5381,258169,39216,5421,38578,210456,335294,62392,640281,639456,258698,284510,66622,29625,825,1971784,24651845,,
2014:Q2,pct99to100,19530519,3342116,2705840,636277,16188403,1783583,337008,1098516,841691,256825,397646,359578,38068,7654472,304827,46221,850585,237290,3400093,78162,881295,875054,608929,72455,22512,171157,6242,18649224,1236308,,
2014:Q2,pct80to99,43710434,11194484,9513258,1681225,32515951,3383109,856328,1434838,1085838,349000,521511,475258,46253,9203600,700412,1168806,3696940,7464248,3726225,359933,6006442,5991205,4589141,1011314,38871,351879,15237,37703992,23490958,,
2014:Q2,pct60to80,15055459,4973341,3930456,1042885,10082117,1193568,184104,296557,216343,80214,107361,94231,13130,1528002,223691,541852,1083275,3959654,721600,242453,3071142,3066393,2194249,808084,22494,41566,4749,11984317,24722736,,
2014:Q2,pct40to60,7845910,2963953,2277702,686251,4881957,792257,96991,171947,123970,47977,26965,20062,6903,702284,136571,187539,384307,1937043,278914,167139,1735133,1732410,1100349,598199,10509,23354,2723,6110777,24721646,,
2014:Q2,pct20to40,4502551,2083849,1604112,479736,2418703,502077,52583,100182,82781,17401,24961,19336,5625,295985,76059,49242,101690,900016,183408,132499,996960,995387,579610,394864,8392,12520,1573,3505592,24727419,,
2014:Q2,pct00to20,2623176,1246121,974952,271169,1377055,286040,28513,29176,20074,9102,70212,64913,5299,266424,42051,6053,38495,207821,339419,62851,640155,639252,261607,279086,65129,33430,903,1983021,24719679,,
2014:Q3,pct99to100,19694508,3429554,2777460,652094,16264953,1826018,341056,1106904,847483,259421,411920,374949,36971,7535276,306765,48090,857664,242653,3510163,78444,901700,895917,617486,81340,23537,173554,5783,18792808,1239393,,
2014:Q3,pct80to99,44031535,11378864,9698495,1680369,32652671,3446186,872091,1439682,1091943,347739,540131,494393,45738,9063995,702678,1162119,3674291,7529040,3861663,360795,5920831,5905907,4592959,1027216,39530,246202,14923,38110704,23551102,,
2014:Q3,pct60to80,15088338,5044027,3994297,1049730,10044312,1186370,190561,299714,220009,79705,109150,96044,13106,1473341,226267,541453,1060923,3988818,723766,243948,3086334,3081576,2186216,831206,24192,39961,4759,12002004,24786381,,
2014:Q3,pct40to60,7893973,3019411,2329130,690280,4874562,804953,98941,178262,130903,47359,27648,20849,6800,675291,137376,183997,373433,1939799,287231,167630,1748986,1746199,1100707,615425,10792,19275,2787,6144987,24785253,,
2014:Q3,pct20to40,4518707,2103312,1619106,484206,2415395,505450,53472,99466,82217,17250,22133,17010,5123,288485,76853,48004,101632,898165,190216,131518,1009828,1008248,577552,407182,8079,15435,1580,3508880,24790743,,
2014:Q3,pct00to20,2625010,1254063,977215,276849,1370947,280330,27931,29493,20379,9114,69543,64350,5193,262685,44451,6468,38905,204608,343671,62862,649783,648849,264434,280576,60133,43707,934,1975227,24783363,,
2014:Q4,pct99to100,20225148,3492800,2823863,668937,16732347,1865822,343693,1095247,843398,251849,396790,360826,35963,7856734,311399,50477,882395,249189,3601703,78899,921973,916552,625699,90355,25122,175376,5420,19303175,1242295,,
2014:Q4,pct80to99,44794218,11509935,9838341,1671594,33284283,3504240,885085,1414435,1087945,326490,531077,485801,45276,9381142,710567,1178034,3735361,7604981,3976868,362492,5917057,5902368,4595420,1040100,42272,224576,14689,38877160,23607593,,
2014:Q4,pct60to80,15195824,5080974,4028769,1052204,10114850,1178312,196666,294381,220118,74263,101823,88721,13102,1495927,230271,551816,1073233,4023719,722699,246004,3102940,3098159,2177577,853751,27033,39798,4782,12092884,24846290,,
2014:Q4,pct40to60,7960177,3051900,2361710,690190,4908277,816577,100654,179481,135904,43577,31214,24476,6738,674193,139202,185965,375986,1944689,291664,168653,1762167,1759321,1100480,629556,11885,17400,2846,6198010,24845107,,
2014:Q4,pct20to40,4538284,2110145,1622801,487344,2428139,508405,54186,97015,81002,16013,22552,17867,4685,291668,77721,47834,104619,896573,196669,130896,1020908,1019318,575276,419502,8577,15964,1590,3517376,24850152,,
2014:Q4,pct00to20,2621806,1251724,970233,281490,1370082,274704,27276,28205,19576,8629,66043,60926,5116,268190,47414,7085,38968,201809,347321,63067,650730,649760,267056,276277,57453,48975,970,1971076,24843327,,
2015:Q1,pct99to100,20730828,3578018,2894355,683664,17152809,1960537,330963,1114852,887533,227320,395350,360736,34613,8066067,315706,52694,906405,255049,3675957,79230,933431,927581,629712,94094,26944,176831,5851,19797397,1245038,,
2015:Q1,pct80to99,45541026,11668773,10003484,1665289,33872253,3670926,866594,1409685,1133329,276355,535022,490671,44351,9582862,717750,1185470,3793926,7673287,4073141,363591,5896229,5881115,4581692,1030889,45834,222699,15114,39644797,23660870,,
2015:Q1,pct60to80,15315160,5128674,4073006,1055668,10186486,1193631,197706,299042,237188,61854,98452,85546,12906,1499752,234098,558190,1084648,4054652,718649,247667,3085443,3080528,2159975,850126,30500,39927,4915,12229717,24902903,,
2015:Q1,pct40to60,8051458,3100419,2408597,691822,4951039,851718,99616,184487,149033,35454,33357,26889,6468,667085,140901,185865,378224,1947922,292553,169311,1757420,1754557,1092021,633160,13340,16036,2863,6294038,24901646,,
2015:Q1,pct20to40,4563813,2119281,1629098,490182,2444532,520958,52934,96439,83184,13255,21232,17145,4087,292283,78573,47251,107495,894592,202765,130010,1015169,1013548,570541,417732,9370,15905,1621,3548644,24906118,,
2015:Q1,pct00to20,2620561,1249838,964123,285715,1370724,268655,26194,31625,24216,7409,63611,58712,4899,271412,50323,7635,39048,198700,350384,63138,656805,655762,266996,281102,54698,52965,1043,1963756,24900000,,
2015:Q2,pct99to100,21022049,3686473,2985476,700997,17335576,1992390,321602,1082539,889242,193297,383472,350160,33312,8125459,316914,54910,916663,260194,3801730,79702,953696,947537,638017,102383,28962,178175,6159,20068353,1247647,,
2015:Q2,pct80to99,45970871,11866844,10192786,1674058,34104028,3713533,854973,1352890,1135530,217361,529339,485916,43423,9629346,718418,1192049,3789718,7733639,4224760,365364,5937798,5922361,4600121,1045948,50171,226120,15437,40033074,23711371,,
2015:Q2,pct60to80,15378046,5211360,4142939,1068421,10166686,1182710,199849,286762,239148,47613,91752,79043,12708,1478301,236279,564189,1070791,4081450,724821,249784,3119057,3114027,2164350,874920,34623,40133,5031,12258989,24956658,,
2015:Q2,pct40to60,8137532,3186972,2486881,700091,4950560,860032,99174,181110,154680,26430,36640,30417,6224,651740,141418,185554,370778,1949438,304278,170399,1775748,1772861,1095513,647367,15167,14814,2886,6361784,24955307,,
2015:Q2,pct20to40,4582707,2139428,1641944,497484,2443280,522624,52110,92577,82456,10121,21145,17601,3545,289384,79323,46619,108066,892220,209797,129414,1026481,1024832,569180,429508,10456,15687,1649,3556226,24959113,,
2015:Q2,pct00to20,2624898,1260564,966528,294035,1364334,263244,25199,29922,23989,5932,60169,55468,4701,271507,52609,8183,39355,195264,355518,63364,656183,655073,269429,277614,51437,56593,1110,1968714,24953810,,
2015:Q3,pct99to100,20648824,3774684,3071907,702776,16874140,2018076,335626,1211602,1018118,193484,371962,340125,31837,7455669,315801,56490,890318,263574,3874253,80769,974533,968609,647173,110496,30959,179981,5924,19674291,1250149,,
2015:Q3,pct80to99,45554751,12036493,10355972,1680522,33518258,3744126,891923,1477070,1263168,213902,524178,481964,42214,8915557,714200,1168525,3618658,7775400,4318626,369996,5958181,5942876,4620506,1065113,53915,203342,15305,39596570,23759534,,
2015:Q3,pct60to80,15282252,5294042,4217576,1076466,9988210,1169416,210190,334776,288131,46645,84955,72555,12400,1331720,237225,555934,990523,4098610,721054,253807,3154335,3149264,2169610,900978,38735,39941,5071,12127917,25007993,,
2015:Q3,pct40to60,8161316,3266133,2555103,711030,4895183,865755,103022,209842,184222,25620,39916,34031,5885,594491,141049,177860,337939,1947074,304951,173284,1797998,1795060,1100422,664969,16794,12875,2938,6363318,25006525,,
2015:Q3,pct20to40,4608085,2179019,1681141,497878,2429066,523246,54311,99722,89841,9882,20954,17999,2956,268778,79997,44541,102582,889085,215794,130054,1039086,1037424,568203,441773,11210,16239,1662,3568999,25009607,,
2015:Q3,pct00to20,2625635,1267816,972793,295024,1357819,257931,24768,45496,39621,5875,56633,52194,4439,255940,54431,8474,40159,191085,358654,64248,661339,660187,272424,279737,46030,61997,1152,1964296,25005188,,
2015:Q4,pct99to100,21099466,3838575,3129700,708875,17260891,2091365,339539,1133134,1037725,95409,362104,331558,30546,7793963,318647,59174,921990,269937,3888994,82043,991851,986067,659214,111640,33471,181741,5784,20107615,1252567,,
2015:Q4,pct80to99,46294946,12171325,10488192,1683133,34123621,3868715,908044,1371797,1283237,88560,520887,479715,41172,9252997,718258,1194992,3715484,7847155,4349669,375624,5944873,5929621,4645267,1038065,61756,184532,15252,40350073,23805800,,
2015:Q4,pct60to80,15429927,5357005,4273802,1083202,10072922,1176380,217149,314933,296727,18205,78499,66342,12158,1359962,240270,571432,1017928,4131253,706619,258497,3147078,3141954,2175787,881014,45340,39813,5124,12282849,25057347,,
2015:Q4,pct40to60,8257444,3325909,2606894,719014,4931535,891838,105035,202702,193593,9108,43302,37659,5643,596206,142182,182411,346431,1950723,293905,176799,1801372,1798388,1109631,657401,20324,11032,2984,6456072,25055738,,
2015:Q4,pct20to40,4655901,2209828,1710631,499198,2446072,532223,55211,93990,90214,3776,20706,18225,2481,272865,80789,44842,106789,886947,220586,131124,1033084,1031406,568517,432352,13864,16673,1678,3622817,25058073,,
